hhidpn,hhidpn_padded,hhid,pn,year,wave,respondent_type,who_answered_raw,lb_rtype_raw,lb_eligible_raw,lb_completion_mode_raw,lb_record_present,source_who_answered_variable
64485020,064485020,064485,020,2006,8,,,2,5,,1,KLB051
64485020,064485020,064485,020,2008,9,,,1,5,,1,LLB051
64485020,064485020,064485,020,2010,10,1,1,2,1,1,1,MLB051
64485020,064485020,064485,020,2012,11,,,1,5,,1,NLB085
64485020,064485020,064485,020,2014,12,,,2,1,5,1,OLB077
64491010,064491010,064491,010,2006,8,,,1,5,,1,KLB051
64491010,064491010,064491,010,2008,9,1,1,4,1,1,1,LLB051
64491010,064491010,064491,010,2010,10,,,1,5,,1,MLB051
64491010,064491010,064491,010,2012,11,,,4,1,5,1,NLB085
64491010,064491010,064491,010,2014,12,,,1,5,,1,OLB077
64491010,064491010,064491,010,2016,13,1,1,4,1,1,1,PLB077
64525010,064525010,064525,010,2006,8,,,1,5,,1,KLB051
64525010,064525010,064525,010,2008,9,2,2,4,1,1,1,LLB051
64525010,064525010,064525,010,2010,10,,,1,5,,1,MLB051
64525010,064525010,064525,010,2012,11,,,4,1,5,1,NLB085
64525010,064525010,064525,010,2014,12,,,1,5,,1,OLB077
64525010,064525010,064525,010,2016,13,,,4,1,1,1,PLB077
64536020,064536020,064536,020,2008,9,1,1,4,1,1,1,LLB051
64536020,064536020,064536,020,2010,10,,,1,5,,1,MLB051
64536020,064536020,064536,020,2012,11,,,4,1,1,1,NLB085
64536030,064536030,064536,030,2006,8,,,1,5,,1,KLB051
64536030,064536030,064536,030,2010,10,,,1,5,,1,MLB051
64536030,064536030,064536,030,2012,11,1,1,4,1,1,1,NLB085
64536030,064536030,064536,030,2014,12,,,1,5,,1,OLB077
64536030,064536030,064536,030,2016,13,1,1,4,1,1,1,PLB077
64609010,064609010,064609,010,2006,8,,,1,5,,1,KLB051
64609010,064609010,064609,010,2008,9,1,1,4,1,1,1,LLB051
64609010,064609010,064609,010,2010,10,,,1,5,,1,MLB051
64609010,064609010,064609,010,2012,11,1,1,4,1,1,1,NLB085
64609010,064609010,064609,010,2014,12,,,1,5,,1,OLB077
64609010,064609010,064609,010,2016,13,1,1,4,1,1,1,PLB077
64609011,064609011,064609,011,2008,9,1,1,4,1,1,1,LLB051
64609011,064609011,064609,011,2010,10,,,1,5,,1,MLB051
64609011,064609011,064609,011,2012,11,,,4,1,1,1,NLB085
64609011,064609011,064609,011,2014,12,,,1,5,,1,OLB077
64609011,064609011,064609,011,2016,13,1,1,4,1,1,1,PLB077
64609040,064609040,064609,040,2006,8,,,1,5,,1,KLB051
64609040,064609040,064609,040,2008,9,1,1,4,1,1,1,LLB051
64609040,064609040,064609,040,2010,10,,,1,5,,1,MLB051
64609040,064609040,064609,040,2012,11,1,1,4,1,1,1,NLB085
64609040,064609040,064609,040,2014,12,,,1,5,,1,OLB077
64609040,064609040,064609,040,2016,13,1,1,4,1,1,1,PLB077
64609041,064609041,064609,041,2006,8,,,1,5,,1,KLB051
64609041,064609041,064609,041,2008,9,,,4,1,1,1,LLB051
64609041,064609041,064609,041,2010,10,,,1,5,,1,MLB051
64609043,064609043,064609,043,2010,10,,,1,5,,1,MLB051
64609043,064609043,064609,043,2012,11,1,1,4,1,1,1,NLB085
64609043,064609043,064609,043,2014,12,,,1,5,,1,OLB077
64609043,064609043,064609,043,2016,13,1,1,4,1,1,1,PLB077
64614020,064614020,064614,020,2006,8,1,1,4,1,2,1,KLB051
64614020,064614020,064614,020,2008,9,,,1,5,,1,LLB051
64614020,064614020,064614,020,2010,10,,,2,1,5,1,MLB051
64614020,064614020,064614,020,2012,11,,,1,5,,1,NLB085
64614020,064614020,064614,020,2014,12,1,1,4,1,1,1,OLB077
64614020,064614020,064614,020,2016,13,,,1,5,,1,PLB077
64654010,064654010,064654,010,2006,8,1,1,4,1,1,1,KLB051
64654010,064654010,064654,010,2008,9,,,1,5,,1,LLB051
64654010,064654010,064654,010,2010,10,1,1,4,1,1,1,MLB051
64654010,064654010,064654,010,2012,11,,,1,5,,1,NLB085
64654010,064654010,064654,010,2014,12,2,2,4,1,1,1,OLB077
64654010,064654010,064654,010,2016,13,,,1,5,,1,PLB077
64654011,064654011,064654,011,2006,8,1,1,4,1,1,1,KLB051
64654011,064654011,064654,011,2008,9,,,1,5,,1,LLB051
64654011,064654011,064654,011,2010,10,1,1,4,1,1,1,MLB051
64654011,064654011,064654,011,2012,11,,,1,5,,1,NLB085
64654011,064654011,064654,011,2014,12,2,2,4,1,1,1,OLB077
64654011,064654011,064654,011,2016,13,,,1,5,,1,PLB077
64675020,064675020,064675,020,2006,8,,,1,5,,1,KLB051
64675020,064675020,064675,020,2008,9,,,2,1,5,1,LLB051
64675020,064675020,064675,020,2010,10,,,1,5,,1,MLB051
64675020,064675020,064675,020,2012,11,2,2,2,1,1,1,NLB085
64675020,064675020,064675,020,2014,12,,,1,5,,1,OLB077
64675020,064675020,064675,020,2016,13,,,2,1,5,1,PLB077
64722020,064722020,064722,020,2006,8,1,1,4,1,1,1,KLB051
64722020,064722020,064722,020,2008,9,,,1,5,,1,LLB051
64722020,064722020,064722,020,2010,10,1,1,4,1,1,1,MLB051
64722020,064722020,064722,020,2012,11,,,1,5,,1,NLB085
64722020,064722020,064722,020,2014,12,1,1,2,1,1,1,OLB077
64722020,064722020,064722,020,2016,13,,,1,5,,1,PLB077
64722030,064722030,064722,030,2006,8,1,1,4,1,1,1,KLB051
64722030,064722030,064722,030,2008,9,,,1,5,,1,LLB051
64722030,064722030,064722,030,2010,10,1,1,4,1,1,1,MLB051
64722030,064722030,064722,030,2012,11,,,1,5,,1,NLB085
64722030,064722030,064722,030,2014,12,1,1,2,1,1,1,OLB077
64722030,064722030,064722,030,2016,13,,,1,5,,1,PLB077
64739010,064739010,064739,010,2006,8,,,1,5,,1,KLB051
64739010,064739010,064739,010,2008,9,1,1,4,1,1,1,LLB051
64739010,064739010,064739,010,2010,10,,,1,5,,1,MLB051
64739010,064739010,064739,010,2012,11,1,1,4,1,1,1,NLB085
64739010,064739010,064739,010,2014,12,,,1,5,,1,OLB077
64739010,064739010,064739,010,2016,13,,,2,1,5,1,PLB077
64757010,064757010,064757,010,2008,9,,,1,5,,1,LLB051
64757010,064757010,064757,010,2010,10,1,1,2,1,1,1,MLB051
64757010,064757010,064757,010,2012,11,,,1,5,,1,NLB085
64757010,064757010,064757,010,2014,12,,,2,1,5,1,OLB077
64757010,064757010,064757,010,2016,13,,,1,5,,1,PLB077
64812010,064812010,064812,010,2006,8,,,1,5,,1,KLB051
64812010,064812010,064812,010,2008,9,1,1,4,1,1,1,LLB051
64812010,064812010,064812,010,2010,10,,,1,5,,1,MLB051
64812010,064812010,064812,010,2012,11,1,1,2,1,1,1,NLB085
64812010,064812010,064812,010,2014,12,,,1,5,,1,OLB077
64812010,064812010,064812,010,2016,13,,,2,1,5,1,PLB077
64812020,064812020,064812,020,2006,8,,,1,5,,1,KLB051
64812020,064812020,064812,020,2008,9,,,4,1,5,1,LLB051
64812020,064812020,064812,020,2010,10,,,1,5,,1,MLB051
64812020,064812020,064812,020,2012,11,1,1,2,1,1,1,NLB085
64812020,064812020,064812,020,2014,12,,,1,5,,1,OLB077
64845020,064845020,064845,020,2012,11,,,2,1,5,1,NLB085
64845020,064845020,064845,020,2014,12,,,1,5,,1,OLB077
64845020,064845020,064845,020,2016,13,,,2,1,5,1,PLB077
64866010,064866010,064866,010,2006,8,1,1,4,1,1,1,KLB051
64866020,064866020,064866,020,2006,8,1,1,4,1,2,1,KLB051
64866020,064866020,064866,020,2008,9,,,1,5,,1,LLB051
64866020,064866020,064866,020,2010,10,1,1,2,1,1,1,MLB051
64866020,064866020,064866,020,2012,11,,,1,5,,1,NLB085
64866020,064866020,064866,020,2014,12,,,2,1,5,1,OLB077
64866020,064866020,064866,020,2016,13,,,1,5,,1,PLB077
64867020,064867020,064867,020,2006,8,,,2,5,,1,KLB051
64867020,064867020,064867,020,2008,9,,,1,5,,1,LLB051
64867020,064867020,064867,020,2010,10,2,2,4,1,1,1,MLB051
64867020,064867020,064867,020,2012,11,,,1,5,,1,NLB085
64867020,064867020,064867,020,2014,12,,,4,1,5,1,OLB077
64867020,064867020,064867,020,2016,13,,,1,5,,1,PLB077
64867030,064867030,064867,030,2006,8,,,2,5,,1,KLB051
64867030,064867030,064867,030,2008,9,,,1,5,,1,LLB051
64867030,064867030,064867,030,2010,10,,,3,1,5,1,MLB051
64868010,064868010,064868,010,2006,8,,,1,5,,1,KLB051
64868020,064868020,064868,020,2006,8,,,1,5,,1,KLB051
64868020,064868020,064868,020,2008,9,2,2,2,1,1,1,LLB051
64868020,064868020,064868,020,2010,10,,,1,5,,1,MLB051
64868020,064868020,064868,020,2012,11,1,1,2,1,1,1,NLB085
64868020,064868020,064868,020,2014,12,,,1,5,,1,OLB077
64880010,064880010,064880,010,2006,8,,,4,1,5,1,KLB051
64880040,064880040,064880,040,2006,8,1,1,4,1,1,1,KLB051
64880040,064880040,064880,040,2008,9,,,1,5,,1,LLB051
64880040,064880040,064880,040,2010,10,1,1,4,1,1,1,MLB051
64880040,064880040,064880,040,2012,11,,,1,5,,1,NLB085
64880040,064880040,064880,040,2014,12,1,1,4,1,1,1,OLB077
64880040,064880040,064880,040,2016,13,,,1,5,,1,PLB077
64880041,064880041,064880,041,2006,8,1,1,4,1,1,1,KLB051
64880041,064880041,064880,041,2008,9,,,1,5,,1,LLB051
64880041,064880041,064880,041,2010,10,,,4,1,5,1,MLB051
64880041,064880041,064880,041,2012,11,,,1,5,,1,NLB085
64880041,064880041,064880,041,2014,12,1,1,4,1,1,1,OLB077
64880041,064880041,064880,041,2016,13,,,1,5,,1,PLB077
64887010,064887010,064887,010,2006,8,,,1,5,,1,KLB051
64887010,064887010,064887,010,2008,9,1,1,4,1,1,1,LLB051
64887010,064887010,064887,010,2010,10,,,1,5,,1,MLB051
64887010,064887010,064887,010,2012,11,,,4,1,1,1,NLB085
64887040,064887040,064887,040,2006,8,,,1,5,,1,KLB051
64887040,064887040,064887,040,2008,9,1,1,4,1,1,1,LLB051
64887040,064887040,064887,040,2010,10,,,1,5,,1,MLB051
64887040,064887040,064887,040,2012,11,1,1,4,1,1,1,NLB085
64887040,064887040,064887,040,2014,12,,,1,5,,1,OLB077
64887040,064887040,064887,040,2016,13,,,2,1,5,1,PLB077
64889010,064889010,064889,010,2006,8,1,1,4,1,1,1,KLB051
64889010,064889010,064889,010,2008,9,,,1,5,,1,LLB051
64889010,064889010,064889,010,2010,10,,,2,1,5,1,MLB051
64889010,064889010,064889,010,2012,11,,,1,5,,1,NLB085
64889010,064889010,064889,010,2014,12,1,1,4,1,1,1,OLB077
64889010,064889010,064889,010,2016,13,,,1,5,,1,PLB077
64891040,064891040,064891,040,2012,11,,,2,1,5,1,NLB085
64992020,064992020,064992,020,2006,8,,,1,5,,1,KLB051
64992020,064992020,064992,020,2008,9,1,1,4,1,1,1,LLB051
64992020,064992020,064992,020,2010,10,,,1,5,,1,MLB051
64992020,064992020,064992,020,2012,11,1,1,4,1,1,1,NLB085
64992020,064992020,064992,020,2014,12,,,1,5,,1,OLB077
64992020,064992020,064992,020,2016,13,1,1,4,1,1,1,PLB077
65015010,065015010,065015,010,2006,8,,,1,5,,1,KLB051
65015010,065015010,065015,010,2008,9,1,1,4,1,1,1,LLB051
65015010,065015010,065015,010,2010,10,,,1,5,,1,MLB051
65015010,065015010,065015,010,2012,11,1,1,4,1,1,1,NLB085
65015010,065015010,065015,010,2014,12,,,1,5,,1,OLB077
65015010,065015010,065015,010,2016,13,1,1,4,1,1,1,PLB077
65025010,065025010,065025,010,2006,8,,,3,1,5,1,KLB051
65111010,065111010,065111,010,2006,8,,,1,5,,1,KLB051
65111010,065111010,065111,010,2008,9,1,1,4,1,1,1,LLB051
65111010,065111010,065111,010,2010,10,,,1,5,,1,MLB051
65111010,065111010,065111,010,2012,11,1,1,4,1,1,1,NLB085
65111010,065111010,065111,010,2014,12,,,1,5,,1,OLB077
65111040,065111040,065111,040,2008,9,,,4,1,5,1,LLB051
65111040,065111040,065111,040,2010,10,,,1,5,,1,MLB051
65111040,065111040,065111,040,2012,11,1,1,2,1,1,1,NLB085
65111040,065111040,065111,040,2014,12,,,1,5,,1,OLB077
65111040,065111040,065111,040,2016,13,,,2,1,5,1,PLB077
65116010,065116010,065116,010,2006,8,,,1,5,,1,KLB051
65116010,065116010,065116,010,2008,9,1,1,4,1,1,1,LLB051
65116010,065116010,065116,010,2010,10,,,1,5,,1,MLB051
65116010,065116010,065116,010,2012,11,1,1,4,1,1,1,NLB085
65116010,065116010,065116,010,2014,12,,,1,5,,1,OLB077
65116010,065116010,065116,010,2016,13,1,1,4,1,1,1,PLB077
65169010,065169010,065169,010,2006,8,,,1,5,,1,KLB051
65169010,065169010,065169,010,2008,9,1,1,4,1,1,1,LLB051
65169010,065169010,065169,010,2010,10,,,1,5,,1,MLB051
65169010,065169010,065169,010,2012,11,,,4,1,1,1,NLB085
65169010,065169010,065169,010,2014,12,,,1,5,,1,OLB077
65169010,065169010,065169,010,2016,13,1,1,4,1,1,1,PLB077
65170010,065170010,065170,010,2006,8,,,2,5,,1,KLB051
65170010,065170010,065170,010,2008,9,,,1,5,,1,LLB051
65170040,065170040,065170,040,2006,8,1,1,4,1,1,1,KLB051
65170040,065170040,065170,040,2008,9,,,1,5,,1,LLB051
65170040,065170040,065170,040,2010,10,1,1,4,1,1,1,MLB051
65170040,065170040,065170,040,2012,11,,,1,5,,1,NLB085
65170040,065170040,065170,040,2014,12,1,1,4,1,1,1,OLB077
65170040,065170040,065170,040,2016,13,,,1,5,,1,PLB077
65172010,065172010,065172,010,2006,8,1,1,4,1,1,1,KLB051
65172010,065172010,065172,010,2008,9,,,1,5,,1,LLB051
65172010,065172010,065172,010,2010,10,,,4,1,5,1,MLB051
65172010,065172010,065172,010,2012,11,,,1,5,,1,NLB085
65172010,065172010,065172,010,2014,12,1,1,4,1,1,1,OLB077
65172010,065172010,065172,010,2016,13,,,1,5,,1,PLB077
65172011,065172011,065172,011,2008,9,,,1,5,,1,LLB051
65172011,065172011,065172,011,2010,10,1,1,4,1,1,1,MLB051
65172011,065172011,065172,011,2012,11,,,1,5,,1,NLB085
65172011,065172011,065172,011,2014,12,1,1,4,1,1,1,OLB077
65172011,065172011,065172,011,2016,13,,,1,5,,1,PLB077
65182020,065182020,065182,020,2006,8,,,4,1,5,1,KLB051
65182020,065182020,065182,020,2008,9,,,1,5,,1,LLB051
65196020,065196020,065196,020,2006,8,,,1,5,,1,KLB051
65196020,065196020,065196,020,2008,9,,,4,1,5,1,LLB051
65196020,065196020,065196,020,2010,10,,,1,5,,1,MLB051
65196020,065196020,065196,020,2012,11,1,1,4,1,1,1,NLB085
65196020,065196020,065196,020,2014,12,,,1,5,,1,OLB077
65196020,065196020,065196,020,2016,13,,3,4,1,4,1,PLB077
65208010,065208010,065208,010,2006,8,,,1,5,,1,KLB051
65208010,065208010,065208,010,2008,9,,,4,1,5,1,LLB051
65208010,065208010,065208,010,2010,10,,,1,5,,1,MLB051
65212020,065212020,065212,020,2006,8,1,1,4,1,1,1,KLB051
65212020,065212020,065212,020,2008,9,,,1,5,,1,LLB051
65212020,065212020,065212,020,2010,10,,,4,1,5,1,MLB051
65212020,065212020,065212,020,2012,11,,,1,5,,1,NLB085
65212020,065212020,065212,020,2014,12,1,1,4,1,1,1,OLB077
65212020,065212020,065212,020,2016,13,,,1,5,,1,PLB077
65214020,065214020,065214,020,2006,8,,,4,1,5,1,KLB051
65214020,065214020,065214,020,2008,9,,,1,5,,1,LLB051
65214020,065214020,065214,020,2010,10,2,2,4,1,1,1,MLB051
65214020,065214020,065214,020,2012,11,,,1,5,,1,NLB085
65214020,065214020,065214,020,2014,12,,,2,1,5,1,OLB077
65214030,065214030,065214,030,2006,8,,,4,1,5,1,KLB051
65214030,065214030,065214,030,2008,9,,,1,5,,1,LLB051
65218010,065218010,065218,010,2006,8,,,1,5,,1,KLB051
65218010,065218010,065218,010,2008,9,1,1,4,1,1,1,LLB051
65218010,065218010,065218,010,2010,10,,,1,5,,1,MLB051
65218010,065218010,065218,010,2012,11,,,4,1,5,1,NLB085
65218010,065218010,065218,010,2014,12,,,1,5,,1,OLB077
65218010,065218010,065218,010,2016,13,,,2,1,5,1,PLB077
65218011,065218011,065218,011,2006,8,,,1,5,,1,KLB051
65218011,065218011,065218,011,2008,9,1,1,4,1,1,1,LLB051
65218011,065218011,065218,011,2010,10,,,1,5,,1,MLB051
65218011,065218011,065218,011,2012,11,,,4,1,5,1,NLB085
65218011,065218011,065218,011,2014,12,,,1,5,,1,OLB077
65218011,065218011,065218,011,2016,13,,,4,1,5,1,PLB077
65224010,065224010,065224,010,2008,9,,,1,5,,1,LLB051
65225010,065225010,065225,010,2006,8,,,2,5,,1,KLB051
65225010,065225010,065225,010,2008,9,,,1,5,,1,LLB051
65225010,065225010,065225,010,2010,10,,9,4,1,1,1,MLB051
65225010,065225010,065225,010,2012,11,,,1,5,,1,NLB085
65225010,065225010,065225,010,2014,12,1,1,4,1,1,1,OLB077
65225010,065225010,065225,010,2016,13,,,1,5,,1,PLB077
65245010,065245010,065245,010,2006,8,,,2,5,,1,KLB051
65245010,065245010,065245,010,2008,9,,,1,5,,1,LLB051
65245010,065245010,065245,010,2010,10,,,4,1,5,1,MLB051
65245010,065245010,065245,010,2012,11,,,1,5,,1,NLB085
65245010,065245010,065245,010,2014,12,2,2,4,1,1,1,OLB077
65245010,065245010,065245,010,2016,13,,,1,5,,1,PLB077
65250010,065250010,065250,010,2006,8,,,1,5,,1,KLB051
65250010,065250010,065250,010,2008,9,1,1,4,1,1,1,LLB051
65250010,065250010,065250,010,2010,10,,,1,5,,1,MLB051
65250010,065250010,065250,010,2012,11,,,4,1,1,1,NLB085
65250010,065250010,065250,010,2014,12,,,1,5,,1,OLB077
65250010,065250010,065250,010,2016,13,,,4,1,1,1,PLB077
65298010,065298010,065298,010,2006,8,1,1,4,1,1,1,KLB051
65298010,065298010,065298,010,2008,9,,,1,5,,1,LLB051
65298010,065298010,065298,010,2010,10,1,1,4,1,1,1,MLB051
65298010,065298010,065298,010,2012,11,,,1,5,,1,NLB085
65298010,065298010,065298,010,2014,12,1,1,4,1,1,1,OLB077
65298010,065298010,065298,010,2016,13,,,1,5,,1,PLB077
65358010,065358010,065358,010,2006,8,,,2,5,,1,KLB051
65358010,065358010,065358,010,2008,9,,,1,5,,1,LLB051
65358010,065358010,065358,010,2010,10,1,1,4,1,1,1,MLB051
65358010,065358010,065358,010,2012,11,,,1,5,,1,NLB085
65358010,065358010,065358,010,2016,13,,,1,5,,1,PLB077
65358040,065358040,065358,040,2006,8,,,2,5,,1,KLB051
65358040,065358040,065358,040,2008,9,,,1,5,,1,LLB051
65358040,065358040,065358,040,2010,10,1,1,4,1,1,1,MLB051
65358040,065358040,065358,040,2012,11,,,1,5,,1,NLB085
65358040,065358040,065358,040,2016,13,,,1,5,,1,PLB077
65428010,065428010,065428,010,2006,8,,,1,5,,1,KLB051
65428010,065428010,065428,010,2008,9,1,1,4,1,1,1,LLB051
65428010,065428010,065428,010,2010,10,,,1,5,,1,MLB051
65428010,065428010,065428,010,2012,11,1,1,4,1,1,1,NLB085
65428020,065428020,065428,020,2006,8,,,1,5,,1,KLB051
65428020,065428020,065428,020,2008,9,1,1,4,1,1,1,LLB051
65428020,065428020,065428,020,2010,10,,,1,5,,1,MLB051
65428020,065428020,065428,020,2012,11,1,1,4,1,1,1,NLB085
65428020,065428020,065428,020,2014,12,,,1,5,,1,OLB077
65428020,065428020,065428,020,2016,13,,,2,1,5,1,PLB077
65480010,065480010,065480,010,2006,8,,,1,5,,1,KLB051
65480010,065480010,065480,010,2008,9,1,1,4,1,1,1,LLB051
65482010,065482010,065482,010,2006,8,1,1,4,1,1,1,KLB051
65482010,065482010,065482,010,2008,9,,,1,5,,1,LLB051
65482010,065482010,065482,010,2010,10,,9,4,1,1,1,MLB051
65482010,065482010,065482,010,2012,11,,,1,5,,1,NLB085
65482010,065482010,065482,010,2014,12,1,1,4,1,1,1,OLB077
65482010,065482010,065482,010,2016,13,,,1,5,,1,PLB077
65482020,065482020,065482,020,2006,8,,,4,1,1,1,KLB051
65482020,065482020,065482,020,2008,9,,,1,5,,1,LLB051
65482020,065482020,065482,020,2010,10,,,4,1,5,1,MLB051
65482020,065482020,065482,020,2012,11,,,1,5,,1,NLB085
65482020,065482020,065482,020,2014,12,,,4,1,1,1,OLB077
65482020,065482020,065482,020,2016,13,,,1,5,,1,PLB077
65486030,065486030,065486,030,2006,8,1,1,4,1,1,1,KLB051
65486030,065486030,065486,030,2008,9,,,1,5,,1,LLB051
65486030,065486030,065486,030,2012,11,,,1,5,,1,NLB085
65486030,065486030,065486,030,2016,13,,,1,5,,1,PLB077
65495040,065495040,065495,040,2012,11,,,4,1,5,1,NLB085
65495040,065495040,065495,040,2014,12,,,1,5,,1,OLB077
65495040,065495040,065495,040,2016,13,1,1,4,1,1,1,PLB077
65511010,065511010,065511,010,2006,8,,,1,5,,1,KLB051
65511010,065511010,065511,010,2008,9,1,1,4,1,1,1,LLB051
65511010,065511010,065511,010,2010,10,,,1,5,,1,MLB051
65511010,065511010,065511,010,2012,11,,,2,1,1,1,NLB085
65511010,065511010,065511,010,2014,12,,,1,5,,1,OLB077
65511010,065511010,065511,010,2016,13,1,1,4,1,1,1,PLB077
65550010,065550010,065550,010,2006,8,1,1,4,1,1,1,KLB051
65550010,065550010,065550,010,2008,9,,,1,5,,1,LLB051
65550010,065550010,065550,010,2010,10,,3,4,1,4,1,MLB051
65550010,065550010,065550,010,2012,11,,,1,5,,1,NLB085
65550010,065550010,065550,010,2014,12,1,1,4,1,1,1,OLB077
65550010,065550010,065550,010,2016,13,,,1,5,,1,PLB077
65550020,065550020,065550,020,2006,8,1,1,4,1,1,1,KLB051
65550020,065550020,065550,020,2008,9,,,1,5,,1,LLB051
65550020,065550020,065550,020,2010,10,1,1,4,1,1,1,MLB051
65550020,065550020,065550,020,2012,11,,,1,5,,1,NLB085
65550020,065550020,065550,020,2014,12,,,4,1,1,1,OLB077
65550020,065550020,065550,020,2016,13,,,1,5,,1,PLB077
65572010,065572010,065572,010,2006,8,,,1,5,,1,KLB051
65572010,065572010,065572,010,2008,9,,,2,1,5,1,LLB051
65572040,065572040,065572,040,2006,8,,,1,5,,1,KLB051
65572040,065572040,065572,040,2008,9,2,2,2,1,2,1,LLB051
65572040,065572040,065572,040,2010,10,,,1,5,,1,MLB051
65572040,065572040,065572,040,2012,11,,,2,1,5,1,NLB085
65572040,065572040,065572,040,2014,12,,,1,5,,1,OLB077
65572040,065572040,065572,040,2016,13,,,2,1,5,1,PLB077
65586010,065586010,065586,010,2006,8,,,1,5,,1,KLB051
65586010,065586010,065586,010,2008,9,1,1,4,1,1,1,LLB051
65586010,065586010,065586,010,2010,10,,,1,5,,1,MLB051
65586010,065586010,065586,010,2012,11,1,1,4,1,1,1,NLB085
65586010,065586010,065586,010,2014,12,,,1,5,,1,OLB077
65586010,065586010,065586,010,2016,13,1,1,4,1,1,1,PLB077
65586040,065586040,065586,040,2006,8,,,1,5,,1,KLB051
65586040,065586040,065586,040,2008,9,1,1,4,1,1,1,LLB051
65586040,065586040,065586,040,2010,10,,,1,5,,1,MLB051
65586040,065586040,065586,040,2012,11,,,4,1,1,1,NLB085
65586040,065586040,065586,040,2014,12,,,1,5,,1,OLB077
65586040,065586040,065586,040,2016,13,,3,4,1,4,1,PLB077
65590020,065590020,065590,020,2006,8,,,1,5,,1,KLB051
65590020,065590020,065590,020,2008,9,2,2,4,1,1,1,LLB051
65590020,065590020,065590,020,2010,10,,,1,5,,1,MLB051
65590020,065590020,065590,020,2012,11,2,2,4,1,1,1,NLB085
65590020,065590020,065590,020,2014,12,,,1,5,,1,OLB077
65590020,065590020,065590,020,2016,13,,,2,1,5,1,PLB077
65590030,065590030,065590,030,2006,8,,,1,5,,1,KLB051
65590030,065590030,065590,030,2008,9,1,1,4,1,1,1,LLB051
65590030,065590030,065590,030,2010,10,,,1,5,,1,MLB051
65590030,065590030,065590,030,2012,11,1,1,4,1,1,1,NLB085
65590030,065590030,065590,030,2014,12,,,1,5,,1,OLB077
65591010,065591010,065591,010,2006,8,,,1,5,,1,KLB051
65591010,065591010,065591,010,2008,9,1,1,4,1,1,1,LLB051
65591010,065591010,065591,010,2010,10,,,1,5,,1,MLB051
65591010,065591010,065591,010,2012,11,,,4,1,1,1,NLB085
65591010,065591010,065591,010,2014,12,,,1,5,,1,OLB077
65622010,065622010,065622,010,2006,8,1,1,4,1,1,1,KLB051
65622010,065622010,065622,010,2008,9,,,1,5,,1,LLB051
65622010,065622010,065622,010,2010,10,1,1,4,1,1,1,MLB051
65622010,065622010,065622,010,2012,11,,,1,5,,1,NLB085
65622010,065622010,065622,010,2014,12,,,2,1,5,1,OLB077
65622010,065622010,065622,010,2016,13,,,1,5,,1,PLB077
65622040,065622040,065622,040,2006,8,,,4,1,1,1,KLB051
65622040,065622040,065622,040,2008,9,,,1,5,,1,LLB051
65622040,065622040,065622,040,2010,10,,,4,1,1,1,MLB051
65622040,065622040,065622,040,2012,11,,,1,5,,1,NLB085
65627030,065627030,065627,030,2006,8,1,1,4,1,1,1,KLB051
65627030,065627030,065627,030,2008,9,,,1,5,,1,LLB051
65627030,065627030,065627,030,2010,10,1,1,4,1,1,1,MLB051
65627030,065627030,065627,030,2012,11,,,1,5,,1,NLB085
65627030,065627030,065627,030,2014,12,,,4,1,5,1,OLB077
65627031,065627031,065627,031,2012,11,,,1,5,,1,NLB085
65627031,065627031,065627,031,2014,12,,,4,1,5,1,OLB077
65707010,065707010,065707,010,2006,8,,,1,5,,1,KLB051
65707010,065707010,065707,010,2008,9,,,3,1,5,1,LLB051
65707010,065707010,065707,010,2010,10,,,1,5,,1,MLB051
65707010,065707010,065707,010,2012,11,,,2,1,5,1,NLB085
65734010,065734010,065734,010,2006,8,,,2,5,,1,KLB051
65761010,065761010,065761,010,2006,8,,,1,5,,1,KLB051
65761010,065761010,065761,010,2008,9,1,1,4,1,1,1,LLB051
65761010,065761010,065761,010,2010,10,,,1,5,,1,MLB051
65761010,065761010,065761,010,2012,11,,,4,1,1,1,NLB085
65761010,065761010,065761,010,2014,12,,,1,5,,1,OLB077
65761010,065761010,065761,010,2016,13,,,2,1,5,1,PLB077
65761020,065761020,065761,020,2006,8,,,1,5,,1,KLB051
65761020,065761020,065761,020,2008,9,1,1,4,1,1,1,LLB051
65761020,065761020,065761,020,2010,10,,,1,5,,1,MLB051
65761020,065761020,065761,020,2012,11,1,1,4,1,1,1,NLB085
65822010,065822010,065822,010,2006,8,,,1,5,,1,KLB051
65822010,065822010,065822,010,2008,9,1,1,4,1,1,1,LLB051
65822010,065822010,065822,010,2010,10,,,1,5,,1,MLB051
65822010,065822010,065822,010,2012,11,1,1,4,1,1,1,NLB085
65822020,065822020,065822,020,2006,8,,,1,5,,1,KLB051
65822020,065822020,065822,020,2008,9,1,1,3,1,1,1,LLB051
65822020,065822020,065822,020,2010,10,,,1,5,,1,MLB051
65822020,065822020,065822,020,2012,11,,,2,1,5,1,NLB085
65831020,065831020,065831,020,2006,8,,,1,5,,1,KLB051
65831020,065831020,065831,020,2008,9,1,1,4,1,1,1,LLB051
65831020,065831020,065831,020,2010,10,,,1,5,,1,MLB051
65831020,065831020,065831,020,2012,11,,,4,1,1,1,NLB085
65831020,065831020,065831,020,2014,12,,,1,5,,1,OLB077
65831020,065831020,065831,020,2016,13,1,1,4,1,1,1,PLB077
65831030,065831030,065831,030,2010,10,,,1,5,,1,MLB051
65831030,065831030,065831,030,2012,11,,,4,1,5,1,NLB085
