hhidpn_key,wave,year,children_has_group_raw,children_inperson_raw,children_inperson_freqscore,children_phone_raw,children_phone_freqscore,children_written_email_raw,children_written_email_freqscore,other_relatives_has_group_raw,other_relatives_inperson_raw,other_relatives_inperson_freqscore,other_relatives_phone_raw,other_relatives_phone_freqscore,other_relatives_written_email_raw,other_relatives_written_email_freqscore,friends_has_group_raw,friends_inperson_raw,friends_inperson_freqscore,friends_phone_raw,friends_phone_freqscore,friends_written_email_raw,friends_written_email_freqscore
206290010,8,2006,1.0,3.0,3.0,1.0,5.0,6.0,0.0,5.0,3.0,0.0,1.0,0.0,6.0,0.0,1.0,3.0,3.0,1.0,5.0,6.0,0.0
206291010,8,2006,,,,,,,,,,,,,,,,,,,,,
206294010,8,2006,,,,,,,,,,,,,,,,,,,,,
206296020,8,2006,1.0,2.0,4.0,1.0,5.0,,,5.0,1.0,0.0,1.0,0.0,,0.0,1.0,3.0,3.0,2.0,4.0,,
206298010,8,2006,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,,,,,,,,2.0,4.0,2.0,4.0,6.0,0.0
206298020,8,2006,1.0,1.0,5.0,,,,,1.0,,,,,,,,2.0,4.0,6.0,0.0,6.0,0.0
206300020,8,2006,1.0,1.0,5.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0,1.0,2.0,4.0,1.0,5.0,4.0,2.0
206302010,8,2006,,,,,,,,,,,,,,,,,,,,,
206302020,8,2006,,,,,,,,,,,,,,,,,,,,,
206303010,8,2006,,,,,,,,,,,,,,,,,,,,,
206303011,8,2006,,,,,,,,,,,,,,,,,,,,,
206304010,8,2006,1.0,6.0,0.0,2.0,4.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,3.0,3.0,1.0,5.0,6.0,0.0
206308010,8,2006,1.0,6.0,0.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,3.0,3.0,6.0,0.0,1.0,6.0,0.0,1.0,5.0,6.0,0.0
206317010,8,2006,,,,,,,,,,,,,,,,,,,,,
206319020,8,2006,,,,,,,,,,,,,,,,,,,,,
206322010,8,2006,,,,,,,,,,,,,,,,,,,,,
206324020,8,2006,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0
206328010,8,2006,1.0,5.0,1.0,5.0,1.0,6.0,0.0,1.0,5.0,1.0,5.0,1.0,6.0,0.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0
206329011,8,2006,,,,,,,,,,,,,,,1.0,,,,,,
206331010,8,2006,1.0,2.0,4.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,5.0,6.0,0.0
206332010,8,2006,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,4.0,6.0,0.0
206337010,8,2006,,,,,,,,,,,,,,,,,,,,,
206339010,8,2006,,,,,,,,,,,,,,,,,,,,,
206343010,8,2006,,,,,,,,,,,,,,,,,,,,,
206351010,8,2006,1.0,2.0,4.0,5.0,1.0,,,1.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,5.0,1.0,,,,
206351020,8,2006,1.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,,0.0,,0.0,,0.0
206354010,8,2006,,,,,,,,,,,,,,,,,,,,,
206354020,8,2006,,,,,,,,,,,,,,,,,,,,,
206358010,8,2006,1.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,1.0
206358020,8,2006,,3.0,3.0,2.0,4.0,5.0,1.0,5.0,,0.0,,0.0,,0.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0
206365010,8,2006,1.0,5.0,1.0,1.0,5.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,1.0,6.0,0.0,1.0,5.0,6.0,0.0
206367010,8,2006,1.0,6.0,0.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,5.0,6.0,0.0
206367020,8,2006,1.0,6.0,0.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,5.0,6.0,0.0
206368010,8,2006,,,,,,,,,,,,,,,,,,,,,
206371010,8,2006,1.0,5.0,1.0,4.0,2.0,6.0,0.0,1.0,4.0,2.0,6.0,0.0,6.0,0.0,1.0,2.0,4.0,6.0,0.0,6.0,0.0
206371020,8,2006,1.0,6.0,0.0,3.0,3.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,6.0,0.0
206374010,8,2006,,,,,,,,,,,,,,,,,,,,,
206374020,8,2006,,,,,,,,,,,,,,,,,,,,,
206381010,8,2006,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,5.0,1.0,4.0,2.0,6.0,0.0,1.0,5.0,1.0,4.0,2.0,6.0,0.0
206391010,8,2006,,,,,,,,,,,,,,,,,,,,,
206408010,8,2006,,,,,,,,,,,,,,,,,,,,,
206416010,8,2006,,,,,,,,,,,,,,,,,,,,,
206418010,8,2006,,,,,,,,,,,,,,,,,,,,,
206418020,8,2006,,,,,,,,,,,,,,,,,,,,,
206420020,8,2006,,,,,,,,,,,,,,,,,,,,,
206430020,8,2006,,,,,,,,,,,,,,,,,,,,,
206435010,8,2006,,,,,,,,,,,,,,,,,,,,,
206438010,8,2006,,,,,,,,,,,,,,,,,,,,,
206450010,8,2006,,,,,,,,,,,,,,,,,,,,,
206454010,8,2006,,,,,,,,,,,,,,,,,,,,,
206456010,8,2006,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,3.0,3.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0
206457010,8,2006,,,,,,,,,,,,,,,,,,,,,
206458010,8,2006,,,,,,,,,,,,,,,,,,,,,
206460020,8,2006,,,,,,,,,,,,,,,,,,,,,
206461010,8,2006,,,,,,,,,,,,,,,,,,,,,
206463010,8,2006,,,,,,,,,,,,,,,,,,,,,
206468010,8,2006,,,,,,,,,,,,,,,,,,,,,
206477010,8,2006,,,,,,,,,,,,,,,,,,,,,
206478010,8,2006,,,,,,,,,,,,,,,,,,,,,
206479010,8,2006,,,,,,,,,,,,,,,,,,,,,
206481010,8,2006,,,,,,,,,,,,,,,,,,,,,
206483010,8,2006,,,,,,,,,,,,,,,,,,,,,
206492020,8,2006,1.0,,,1.0,5.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,1.0,,,,,,
206498010,8,2006,,,,,,,,,,,,,,,,,,,,,
206500010,8,2006,,,,,,,,,,,,,,,,,,,,,
206500020,8,2006,,,,,,,,,,,,,,,,,,,,,
206503010,8,2006,,,,,,,,,,,,,,,,,,,,,
206509010,8,2006,,,,,,,,,,,,,,,,,,,,,
206509020,8,2006,,,,,,,,,,,,,,,,,,,,,
206512020,8,2006,1.0,2.0,4.0,1.0,5.0,,,5.0,,0.0,,0.0,,0.0,5.0,,0.0,,0.0,,0.0
206514020,8,2006,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,,,,,,
206515010,8,2006,,,,,,,,,,,,,,,,,,,,,
206516010,8,2006,,,,,,,,,,,,,,,,,,,,,
206517010,8,2006,,,,,,,,,,,,,,,,,,,,,
206522020,8,2006,,,,,,,,,,,,,,,,,,,,,
206524020,8,2006,,,,,,,,,,,,,,,,,,,,,
206526010,8,2006,,,,,,,,,,,,,,,,,,,,,
206527010,8,2006,1.0,3.0,3.0,1.0,5.0,6.0,0.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0
206532010,8,2006,,,,,,,,,,,,,,,,,,,,,
206556020,8,2006,1.0,2.0,4.0,1.0,5.0,,,1.0,2.0,4.0,1.0,5.0,,,1.0,2.0,4.0,1.0,5.0,,
206562010,8,2006,,,,,,,,,,,,,,,,,,,,,
206564020,8,2006,1.0,5.0,1.0,4.0,2.0,6.0,0.0,1.0,,,,,,,,,,,,,
206566010,8,2006,,,,,,,,,,,,,,,,,,,,,
206568020,8,2006,1.0,3.0,3.0,1.0,5.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0
206569010,8,2006,1.0,5.0,1.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,,,3.0,3.0,6.0,0.0
206571020,8,2006,,,,,,,,,,,,,,,,,,,,,
206572010,8,2006,,,,3.0,3.0,,,1.0,,,6.0,0.0,,,1.0,,,,,,
206591011,8,2006,1.0,4.0,2.0,1.0,5.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0
206593020,8,2006,1.0,2.0,4.0,1.0,5.0,4.0,2.0,1.0,5.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0
206602010,8,2006,1.0,5.0,1.0,1.0,5.0,6.0,0.0,1.0,6.0,0.0,1.0,5.0,6.0,0.0,1.0,5.0,1.0,3.0,3.0,6.0,0.0
206605020,8,2006,1.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0
206610020,8,2006,1.0,,,,,,,1.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0
206612020,8,2006,,,,,,,,,,,,,,,,,,,,,
206620010,8,2006,,,,,,,,,,,,,,,,,,,,,
206622010,8,2006,,,,,,,,,,,,,,,,,,,,,
206622020,8,2006,,,,,,,,,,,,,,,,,,,,,
206624020,8,2006,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,,,2.0,4.0,,
206627010,8,2006,,,,,,,,,,,,,,,,,,,,,
206627020,8,2006,,,,,,,,,,,,,,,,,,,,,
206629010,8,2006,,,,,,,,,,,,,,,,,,,,,
206631020,8,2006,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0
206636010,8,2006,1.0,3.0,3.0,3.0,3.0,6.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,5.0,6.0,0.0,6.0,0.0,6.0,0.0
206636020,8,2006,1.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,6.0,0.0,5.0,1.0,6.0,0.0
206638010,8,2006,1.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,2.0,4.0
206639010,8,2006,,,,,,,,,,,,,,,,,,,,,
206643010,8,2006,,,,,,,,,,,,,,,,,,,,,
206643020,8,2006,,,,,,,,,,,,,,,,,,,,,
206645020,8,2006,,,,,,,,,,,,,,,,,,,,,
206651020,8,2006,1.0,1.0,5.0,1.0,5.0,,,1.0,,,1.0,5.0,,,1.0,6.0,0.0,4.0,2.0,6.0,0.0
206653010,8,2006,1.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,,0.0,,0.0,,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
206659020,8,2006,1.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,2.0,4.0,6.0,0.0
206663020,8,2006,,,,,,,,,,,,,,,,,,,,,
206666010,8,2006,,,,,,,,,,,,,,,,,,,,,
206669010,8,2006,,,,,,,,,,,,,,,,,,,,,
206669020,8,2006,,,,,,,,,,,,,,,,,,,,,
206674010,8,2006,,,,,,,,,,,,,,,,,,,,,
206674011,8,2006,,,,,,,,,,,,,,,,,,,,,
206680020,8,2006,,,,,,,,,,,,,,,,,,,,,
206684020,8,2006,,,,,,,,,,,,,,,,,,,,,
206686020,8,2006,,,,,,,,,,,,,,,,,,,,,
206688020,8,2006,,,,,,,,,,,,,,,,,,,,,
206692020,8,2006,1.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,5.0,1.0,3.0,3.0,6.0,0.0,5.0,,0.0,,0.0,,0.0
206693010,8,2006,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,1.0
206693011,8,2006,1.0,5.0,1.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0
206695020,8,2006,,,,,,,,,,,,,,,,,,,,,
206702020,8,2006,,,,,,,,,,,,,,,,,,,,,
206704020,8,2006,,,,,,,,,,,,,,,,,,,,,
206708020,8,2006,,,,,,,,,,,,,,,,,,,,,
206709010,8,2006,,,,,,,,,,,,,,,,,,,,,
206711010,8,2006,,,,,,,,,,,,,,,,,,,,,
206716010,8,2006,,,,,,,,,,,,,,,,,,,,,
206721010,8,2006,,,,,,,,,,,,,,,,,,,,,
206723020,8,2006,,,,,,,,,,,,,,,,,,,,,
206726010,8,2006,1.0,4.0,2.0,1.0,5.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,,
206726020,8,2006,1.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
206729020,8,2006,1.0,2.0,4.0,,,,,1.0,4.0,2.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,3.0,3.0,6.0,0.0
206731010,8,2006,1.0,1.0,5.0,1.0,5.0,,,1.0,,,,,,,1.0,1.0,5.0,1.0,5.0,,
206731020,8,2006,1.0,2.0,4.0,1.0,5.0,,,1.0,2.0,4.0,1.0,5.0,,,1.0,1.0,5.0,2.0,4.0,,
206733010,8,2006,,,,,,,,,,,,,,,,,,,,,
206735020,8,2006,,,,,,,,,,,,,,,,,,,,,
206736010,8,2006,,,,,,,,,,,,,,,,,,,,,
206738010,8,2006,1.0,5.0,1.0,3.0,3.0,6.0,0.0,1.0,,,,,,,1.0,3.0,3.0,3.0,3.0,,
206740010,8,2006,1.0,2.0,4.0,3.0,3.0,6.0,0.0,1.0,4.0,2.0,5.0,1.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0
206740011,8,2006,1.0,4.0,2.0,2.0,4.0,6.0,0.0,1.0,,,3.0,3.0,6.0,0.0,1.0,4.0,2.0,3.0,3.0,6.0,0.0
206743010,8,2006,1.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,5.0,4.0,2.0
206744010,8,2006,,,,,,,,,,,,,,,,,,,,,
206746010,8,2006,1.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,,0.0,,0.0,,0.0,,,,,,,
206746020,8,2006,1.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,6.0,0.0,3.0,3.0,6.0,0.0,5.0,6.0,0.0,6.0,0.0,6.0,0.0
206748010,8,2006,,,,,,,,,,,,,,,,,,,,,
206750020,8,2006,,,,,,,,,,,,,,,,,,,,,
206752010,8,2006,,,,,,,,,,,,,,,,,,,,,
206752020,8,2006,,,,,,,,,,,,,,,,,,,,,
206758010,8,2006,,,,,,,,,,,,,,,,,,,,,
206758020,8,2006,,,,,,,,,,,,,,,,,,,,,
206763020,8,2006,,,,,,,,,,,,,,,,,,,,,
206763021,8,2006,,,,,,,,,,,,,,,,,,,,,
206764010,8,2006,,,,,,,,,,,,,,,,,,,,,
206766020,8,2006,1.0,3.0,3.0,1.0,5.0,4.0,2.0,5.0,,0.0,,0.0,,0.0,1.0,4.0,2.0,2.0,4.0,6.0,0.0
206772010,8,2006,,,,,,,,,,,,,,,,,,,,,
206780020,8,2006,,,,,,,,,,,,,,,,,,,,,
206788020,8,2006,1.0,5.0,1.0,3.0,3.0,,,1.0,,,,,,,1.0,3.0,3.0,2.0,4.0,,
206789010,8,2006,,,,,,,,,,,,,,,,,,,,,
206790010,8,2006,1.0,,,4.0,2.0,6.0,0.0,1.0,1.0,5.0,2.0,4.0,6.0,0.0,5.0,,0.0,,0.0,,0.0
206791010,8,2006,,,,,,,,,,,,,,,,,,,,,
206796010,8,2006,,,,,,,,,,,,,,,,,,,,,
206798020,8,2006,,,,,,,,,,,,,,,,,,,,,
206802010,8,2006,,,,,,,,1.0,5.0,1.0,3.0,3.0,6.0,0.0,5.0,6.0,0.0,6.0,0.0,6.0,0.0
206804010,8,2006,,,,,,,,,,,,,,,,,,,,,
206806010,8,2006,,,,,,,,,,,,,,,,,,,,,
206810010,8,2006,1.0,5.0,1.0,3.0,3.0,6.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,5.0,1.0,3.0,3.0,6.0,0.0
206812010,8,2006,1.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,,,3.0,3.0,4.0,2.0
206813010,8,2006,,,,,,,,,,,,,,,,,,,,,
206815010,8,2006,,,,,,,,,,,,,,,,,,,,,
206815011,8,2006,,,,,,,,,,,,,,,,,,,,,
206817010,8,2006,,,,,,,,,,,,,,,,,,,,,
206819020,8,2006,1.0,1.0,5.0,1.0,5.0,,,5.0,1.0,0.0,1.0,0.0,,0.0,1.0,1.0,5.0,1.0,5.0,,
206823020,8,2006,,,,,,,,,,,,,,,,,,,,,
206824010,8,2006,5.0,,,,,,,1.0,2.0,4.0,1.0,5.0,,,1.0,2.0,4.0,1.0,5.0,,
206828020,8,2006,1.0,4.0,2.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0
206832010,8,2006,1.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0
206834010,8,2006,1.0,6.0,0.0,3.0,3.0,6.0,0.0,1.0,5.0,1.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0
206834020,8,2006,1.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0
206847010,8,2006,1.0,,,2.0,4.0,,,1.0,,,,,,,1.0,,,,,,
206852010,8,2006,,,,,,,,,,,,,,,,,,,,,
206852020,8,2006,,,,,,,,,,,,,,,,,,,,,
206854010,8,2006,,,,,,,,,,,,,,,,,,,,,
206861010,8,2006,,,,,,,,,,,,,,,,,,,,,
206862010,8,2006,,,,,,,,,,,,,,,,,,,,,
206864010,8,2006,,,,,,,,,,,,,,,,,,,,,
206864020,8,2006,,,,,,,,,,,,,,,,,,,,,
206865020,8,2006,,,,,,,,,,,,,,,,,,,,,
206868010,8,2006,,,,,,,,,,,,,,,,,,,,,
206880020,8,2006,1.0,,,,,,,1.0,,,,,,,1.0,3.0,3.0,2.0,4.0,,
206882020,8,2006,,,,,,,,,,,,,,,,,,,,,
206884010,8,2006,1.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,6.0,0.0,6.0,0.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0
206884020,8,2006,1.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0
206886010,8,2006,,1.0,5.0,1.0,5.0,6.0,0.0,1.0,,,,,,,,,,,,,
206886020,8,2006,,2.0,4.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,3.0,3.0,6.0,0.0,1.0,5.0,1.0,2.0,4.0,6.0,0.0
206889010,8,2006,1.0,,,,,,,1.0,2.0,4.0,1.0,5.0,4.0,2.0,1.0,,,,,,
206890010,8,2006,,,,,,,,,,,,,,,,,,,,,
206895010,8,2006,,,,,,,,,,,,,,,,,,,,,
206897020,8,2006,,,,,,,,,,,,,,,,,,,,,
206901010,8,2006,,,,,,,,,,,,,,,,,,,,,
206903020,8,2006,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0
206906010,8,2006,,,,,,,,,,,,,,,,,,,,,
206909010,8,2006,,,,,,,,,,,,,,,,,,,,,
206917010,8,2006,,,,,,,,,,,,,,,,,,,,,
206917020,8,2006,,,,,,,,,,,,,,,,,,,,,
206924010,8,2006,1.0,,,,,,,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0
206933020,8,2006,,,,,,,,,,,,,,,,,,,,,
206936010,8,2006,,,,,,,,,,,,,,,,,,,,,
206942020,8,2006,,,,,,,,,,,,,,,,,,,,,
206947010,8,2006,,,,,,,,,,,,,,,,,,,,,
206948010,8,2006,1.0,6.0,0.0,6.0,0.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0
206952010,8,2006,,,,,,,,,,,,,,,,,,,,,
206954020,8,2006,5.0,,,,,,,,,,,,,,,,,,,,
206960010,8,2006,,,,,,,,,,,,,,,,,,,,,
206962020,8,2006,,,,,,,,,,,,,,,,,,,,,
206965010,8,2006,,,,,,,,,,,,,,,,,,,,,
206966010,8,2006,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0,1.0,6.0,0.0,2.0,4.0,6.0,0.0
206973010,8,2006,,,,,,,,,,,,,,,,,,,,,
206973020,8,2006,,,,,,,,,,,,,,,,,,,,,
206976020,8,2006,,2.0,4.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,2.0,4.0,6.0,0.0,,3.0,3.0,3.0,3.0,6.0,0.0
206978020,8,2006,1.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,4.0,2.0,3.0,3.0,6.0,0.0,5.0,,0.0,,0.0,,0.0
206982020,8,2006,,,,,,,,,,,,,,,,,,,,,
206984010,8,2006,1.0,1.0,5.0,1.0,5.0,6.0,0.0,5.0,,0.0,,0.0,,0.0,5.0,,0.0,,0.0,,0.0
206986010,8,2006,,,,,,,,,,,,,,,,,,,,,
206995020,8,2006,,,,,,,,,,,,,,,,,,,,,
207001020,8,2006,,,,,,,,,,,,,,,,,,,,,
207006011,8,2006,,,,,,,,,,,,,,,,,,,,,
207010010,8,2006,,,,,,,,,,,,,,,,,,,,,
207014010,8,2006,,,,,,,,,,,,,,,,,,,,,
207018010,8,2006,,,,,,,,,,,,,,,,,,,,,
207023010,8,2006,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,6.0,0.0
207026010,8,2006,1.0,4.0,2.0,3.0,3.0,1.0,5.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,6.0,0.0,6.0,0.0
207028020,8,2006,1.0,,,,,,,1.0,5.0,1.0,,,,,1.0,6.0,0.0,1.0,5.0,,
207030020,8,2006,,,,,,,,,,,,,,,,,,,,,
207032010,8,2006,,,,,,,,,,,,,,,,,,,,,
207034010,8,2006,,,,,,,,,,,,,,,,,,,,,
207039020,8,2006,1.0,2.0,4.0,1.0,5.0,4.0,2.0,5.0,,0.0,,0.0,,0.0,1.0,,,4.0,2.0,5.0,1.0
207040010,8,2006,1.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,,,,,,
207045010,8,2006,,,,,,,,,,,,,,,,,,,,,
207045020,8,2006,,,,,,,,,,,,,,,,,,,,,
207046010,8,2006,,,,,,,,,,,,,,,,,,,,,
207050010,8,2006,,,,,,,,,,,,,,,,,,,,,
207052020,8,2006,5.0,,,,,,,1.0,,,1.0,5.0,6.0,0.0,1.0,,,1.0,5.0,6.0,0.0
207054020,8,2006,1.0,1.0,5.0,2.0,4.0,6.0,0.0,1.0,1.0,5.0,2.0,4.0,6.0,0.0,1.0,5.0,1.0,5.0,1.0,6.0,0.0
207059020,8,2006,,,,,,,,5.0,,0.0,,0.0,,0.0,,,,1.0,5.0,,
207060010,8,2006,,,,,,,,,,,,,,,,,,,,,
207063020,8,2006,1.0,,,,,,,1.0,,,5.0,1.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0
207064010,8,2006,,,,,,,,,,,,,,,,,,,,,
207066010,8,2006,,,,,,,,,,,,,,,,,,,,,
207073010,8,2006,,,,,,,,,,,,,,,,,,,,,
207073020,8,2006,,,,,,,,,,,,,,,,,,,,,
207077010,8,2006,1.0,2.0,4.0,1.0,5.0,,,1.0,3.0,3.0,4.0,2.0,,,1.0,1.0,5.0,2.0,4.0,,
207079010,8,2006,,,,,,,,,,,,,,,,,,,,,
207081010,8,2006,,,,,,,,,,,,,,,,,,,,,
207081020,8,2006,,,,,,,,,,,,,,,,,,,,,
207084020,8,2006,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,0.0,1.0,1.0,5.0,1.0,5.0,6.0,0.0
207087010,8,2006,,,,,,,,,,,,,,,,,,,,,
207091010,8,2006,,,,,,,,,,,,,,,,,,,,,
207091020,8,2006,,,,,,,,,,,,,,,,,,,,,
207111010,8,2006,,,,,,,,,,,,,,,,,,,,,
207117010,8,2006,,,,,,,,,,,,,,,,,,,,,
207121011,8,2006,5.0,,,,,,,1.0,,,,,,,1.0,2.0,4.0,2.0,4.0,,
207127010,8,2006,1.0,5.0,1.0,4.0,2.0,6.0,0.0,1.0,5.0,1.0,3.0,3.0,6.0,0.0,1.0,6.0,0.0,6.0,0.0,5.0,1.0
207132020,8,2006,1.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0
207134010,8,2006,1.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,6.0,0.0,5.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,5.0
207138010,8,2006,,,,,,,,,,,,,,,,,,,,,
207139010,8,2006,,,,,,,,,,,,,,,,,,,,,
207141010,8,2006,,,,,,,,,,,,,,,,,,,,,
207141020,8,2006,,,,,,,,,,,,,,,,,,,,,
207144010,8,2006,,,,,,,,,,,,,,,,,,,,,
207152010,8,2006,1.0,3.0,3.0,1.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0
207152020,8,2006,1.0,2.0,4.0,1.0,5.0,6.0,0.0,5.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0
207157020,8,2006,,,,,,,,,,,,,,,,,,,,,
207162010,8,2006,,,,,,,,,,,,,,,,,,,,,
207166010,8,2006,,,,,,,,,,,,,,,,,,,,,
207167010,8,2006,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,,,2.0,4.0,3.0,3.0
207170020,8,2006,,,,,,,,,,,,,,,,,,,,,
